,_id,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
204,65c21d0abf85afd03721ac47,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084
205,65c21d0abf85afd03721ac48,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184
206,65c21d0abf85afd03721ac49,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
207,65c21d0abf85afd03721ac4a,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
208,65c21d0abf85afd03721ac4b,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962
209,65c21d0abf85afd03721ac4c,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758
210,65c21d0abf85afd03721ac4d,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
211,65c21d0abf85afd03721ac4e,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276
212,65c21d0abf85afd03721ac4f,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
213,65c21d0abf85afd03721ac50,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976
214,65c21d0abf85afd03721ac51,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
215,65c21d0abf85afd03721ac52,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342
216,65c21d0abf85afd03721ac53,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404
217,65c21d0abf85afd03721ac54,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
218,65c21d0abf85afd03721ac55,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408
219,65c21d0abf85afd03721ac56,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036
220,65c21d0abf85afd03721ac57,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
221,65c21d0abf85afd03721ac58,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024
222,65c21d0abf85afd03721ac59,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352
223,65c21d0abf85afd03721ac5a,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074
224,65c21d0abf85afd03721ac5b,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024
225,65c21d0abf85afd03721ac5c,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546
226,65c21d0abf85afd03721ac5d,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616
227,65c21d0abf85afd03721ac5e,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
228,65c21d0abf85afd03721ac5f,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
229,65c21d0abf85afd03721ac60,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
230,65c21d0abf85afd03721ac61,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732
231,65c21d0abf85afd03721ac62,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404
232,65c21d0abf85afd03721ac63,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264
233,65c21d0abf85afd03721ac64,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
234,65c21d0abf85afd03721ac65,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112
235,65c21d0abf85afd03721ac66,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412
236,65c21d0abf85afd03721ac67,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
237,65c21d0abf85afd03721ac68,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936
238,65c21d0abf85afd03721ac69,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.97322048
239,65c21d0abf85afd03721ac6a,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012
240,65c21d0abf85afd03721ac6b,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
241,65c21d0abf85afd03721ac6c,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
242,65c21d0abf85afd03721ac6d,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
243,65c21d0abf85afd03721ac6e,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776
244,65c21d0abf85afd03721ac6f,238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
245,65c21d0abf85afd03721ac70,238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576
246,65c21d0abf85afd03721ac71,238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
247,65c21d0abf85afd03721ac72,238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971192
248,65c21d0abf85afd03721ac73,238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
249,65c21d0abf85afd03721ac74,250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
250,65c21d0abf85afd03721ac75,250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
251,65c21d0abf85afd03721ac76,250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288
252,65c21d0abf85afd03721ac77,250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084
253,65c21d0abf85afd03721ac78,250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592
254,65c21d0abf85afd03721ac79,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
255,65c21d0abf85afd03721ac7a,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.31040416
256,65c21d0abf85afd03721ac7b,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364
257,65c21d0abf85afd03721ac7c,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396
258,65c21d0abf85afd03721ac7d,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
259,65c21d0abf85afd03721ac7e,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584
260,65c21d0abf85afd03721ac7f,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168
261,65c21d0abf85afd03721ac80,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
262,65c21d0abf85afd03721ac81,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964
263,65c21d0abf85afd03721ac82,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
264,65c21d0abf85afd03721ac83,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
265,65c21d0abf85afd03721ac84,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372
266,65c21d0abf85afd03721ac85,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984
267,65c21d0abf85afd03721ac86,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
268,65c21d0abf85afd03721ac87,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
269,65c21d0abf85afd03721ac88,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
270,65c21d0abf85afd03721ac89,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308
271,65c21d0abf85afd03721ac8a,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592
272,65c21d0abf85afd03721ac8b,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868
273,65c21d0abf85afd03721ac8c,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448
274,65c21d0abf85afd03721ac8d,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048
275,65c21d0abf85afd03721ac8e,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316
276,65c21d0abf85afd03721ac8f,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276
277,65c21d0abf85afd03721ac90,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
278,65c21d0abf85afd03721ac91,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796
279,65c21d0abf85afd03721ac92,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828
280,65c21d0abf85afd03721ac93,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
281,65c21d0abf85afd03721ac94,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812
282,65c21d0abf85afd03721ac95,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464
283,65c21d0abf85afd03721ac96,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
284,65c21d0abf85afd03721ac97,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
285,65c21d0abf85afd03721ac98,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308
286,65c21d0abf85afd03721ac99,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328
287,65c21d0abf85afd03721ac9a,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.57006684
288,65c21d0abf85afd03721ac9b,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
289,65c21d0abf85afd03721ac9c,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036
290,65c21d0abf85afd03721ac9d,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644
291,65c21d0abf85afd03721ac9e,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366
292,65c21d0abf85afd03721ac9f,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084
293,65c21d0abf85afd03721aca0,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
294,65c21d0abf85afd03721aca1,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748
295,65c21d0abf85afd03721aca2,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
296,65c21d0abf85afd03721aca3,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.11605188
297,65c21d0abf85afd03721aca4,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728
298,65c21d0abf85afd03721aca5,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
299,65c21d0abf85afd03721aca6,290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
300,65c21d0abf85afd03721aca7,290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804
301,65c21d0abf85afd03721aca8,290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
302,65c21d0abf85afd03721aca9,290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564
303,65c21d0abf85afd03721acaa,290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028
304,65c21d0abf85afd03721acab,277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
305,65c21d0abf85afd03721acac,277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
306,65c21d0abf85afd03721acad,277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.28400428
307,65c21d0abf85afd03721acae,277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352
308,65c21d0abf85afd03721acaf,277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132
309,65c21d0abf85afd03721acb0,295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
310,65c21d0abf85afd03721acb1,295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
311,65c21d0abf85afd03721acb2,295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468
312,65c21d0abf85afd03721acb3,295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
313,65c21d0abf85afd03721acb4,295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
314,65c21d0abf85afd03721acb5,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324
315,65c21d0abf85afd03721acb6,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
316,65c21d0abf85afd03721acb7,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
317,65c21d0abf85afd03721acb8,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352
318,65c21d0abf85afd03721acb9,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208
319,65c21d0abf85afd03721acba,249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528
320,65c21d0abf85afd03721acbb,249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016
321,65c21d0abf85afd03721acbc,249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
322,65c21d0abf85afd03721acbd,249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696
323,65c21d0abf85afd03721acbe,249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
324,65c21d0abf85afd03721acbf,252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684
325,65c21d0abf85afd03721acc0,252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784
326,65c21d0abf85afd03721acc1,252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
327,65c21d0abf85afd03721acc2,252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172
328,65c21d0abf85afd03721acc3,252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
329,65c21d0abf85afd03721acc4,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112
330,65c21d0abf85afd03721acc5,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
331,65c21d0abf85afd03721acc6,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974
332,65c21d0abf85afd03721acc7,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524
333,65c21d0abf85afd03721acc8,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
334,65c21d0abf85afd03721acc9,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152
335,65c21d0abf85afd03721acca,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
336,65c21d0abf85afd03721accb,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.3314882
337,65c21d0abf85afd03721accc,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962
338,65c21d0abf85afd03721accd,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546
339,65c21d0abf85afd03721acce,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728
340,65c21d0abf85afd03721accf,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
341,65c21d0abf85afd03721acd0,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475
342,65c21d0abf85afd03721acd1,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56.0,51.95891136
343,65c21d0abf85afd03721acd2,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748
344,65c21d0abf85afd03721acd3,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324
345,65c21d0abf85afd03721acd4,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592
346,65c21d0abf85afd03721acd5,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
347,65c21d0abf85afd03721acd6,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514
348,65c21d0abf85afd03721acd7,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
349,65c21d0abf85afd03721acd8,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044
350,65c21d0abf85afd03721acd9,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
351,65c21d0abf85afd03721acda,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.93978588
352,65c21d0abf85afd03721acdb,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096
353,65c21d0abf85afd03721acdc,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
354,65c21d0abf85afd03721acdd,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
355,65c21d0abf85afd03721acde,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392
356,65c21d0abf85afd03721acdf,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208
357,65c21d0abf85afd03721ace0,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392
358,65c21d0abf85afd03721ace1,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
359,65c21d0abf85afd03721ace2,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
360,65c21d0abf85afd03721ace3,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
361,65c21d0abf85afd03721ace4,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
362,65c21d0abf85afd03721ace5,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716
363,65c21d0abf85afd03721ace6,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.52831864
364,65c21d0abf85afd03721ace7,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
365,65c21d0abf85afd03721ace8,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14.0,38.60376124
366,65c21d0abf85afd03721ace9,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
367,65c21d0abf85afd03721acea,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176
368,65c21d0abf85afd03721aceb,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
369,65c21d0abf85afd03721acec,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841
370,65c21d0abf85afd03721aced,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
371,65c21d0abf85afd03721acee,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.21973308
372,65c21d0abf85afd03721acef,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778
373,65c21d0abf85afd03721acf0,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
374,65c21d0abf85afd03721acf1,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
375,65c21d0abf85afd03721acf2,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816
376,65c21d0abf85afd03721acf3,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212
377,65c21d0abf85afd03721acf4,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
378,65c21d0abf85afd03721acf5,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
379,65c21d0abf85afd03721acf6,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648
380,65c21d0abf85afd03721acf7,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226508
381,65c21d0abf85afd03721acf8,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
382,65c21d0abf85afd03721acf9,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
383,65c21d0abf85afd03721acfa,451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021204
384,65c21d0abf85afd03721acfb,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856
385,65c21d0abf85afd03721acfc,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28088668
386,65c21d0abf85afd03721acfd,528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668
387,65c21d0abf85afd03721acfe,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224
388,65c21d0abf85afd03721acff,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
389,65c21d0abf85afd03721ad00,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
390,65c21d0abf85afd03721ad01,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436
391,65c21d0abf85afd03721ad02,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.64760796
392,65c21d0abf85afd03721ad03,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932
393,65c21d0abf85afd03721ad04,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
394,65c21d0abf85afd03721ad05,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
395,65c21d0abf85afd03721ad06,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.24927068
396,65c21d0abf85afd03721ad07,516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
397,65c21d0abf85afd03721ad08,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
398,65c21d0abf85afd03721ad09,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
399,65c21d0abf85afd03721ad0a,234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
400,65c21d0abf85afd03721ad0b,250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
401,65c21d0abf85afd03721ad0c,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288
402,65c21d0abf85afd03721ad0d,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
